title,year,description,genre,rating,users_rating,votes,languages,directors,actors,runtime,rating_float,image
Koki-Koki Cilik 2,2019,"Cooking Camp is opened again. The little chefs who come to the camp are surprised that the camp was closed. The problems are Chef Grant's credibility is doubted as a teacher at the camp, and the landowner wants to sell the camp's land.",Drama,SU,6.8,9.0,Indonesian,Viva Westi,"['Ringgo Agus Rahman', 'M. Adhiyat', 'Faras Fatik', 'Alif Lubis', 'Clarice Cutie', 'Ali Fikry', 'Romaria Simbolon', 'Marcello', 'Christian Sugiono', 'Kimberly Ryder', 'Yayu A.W. Unru', 'Jilli Lavenia', 'Sandrinna Michelle', 'Dewi Rezer', 'Keinaya Meissi Gusti']",91.0,0.0,
Kuambil Lagi Hatiku,2019,"Agra City, India, will be the witness to the marriage of Sinta and Vikash, which are just counting the days. But Sinta is shocked by her mother, Widhi Malthora, who suddenly disappears. ...",Drama,13+,8.4,5.0,Indonesian,Azhar Kinoi Lubis,"['Lala Karmela', 'Cut Mini Theo', 'Sahil Shah', 'Ria Irawan', 'Dian Sidik', 'Dimas Aditya', 'Ence Bagus', 'T.M. Tarsan', 'Yati Pesek', 'Marwoto', 'Keinaya Meissi Gusti', 'Giras Basuwondo', 'Eduard Soritua Manalu', 'Kedung Darma R.', 'Kukuh Abadi Leksono']",123.0,13.0,
Kuntilanak 2,2019,"Dinda who escapes the Kuntilanak (female vampire ghost) terror, without the agreement of Aunt Donna, intends to meet someone who is believed to be her biological mother, Karmila.",Horror,13+,4.8,73.0,Indonesian,Rizal Mantovani,"['Sandrinna Michelle', 'Andryan Bima', 'Ali Fikry', 'Adlu Fahrezi', 'Ciara Nadine Brosnan', 'Karina Suwandhi', 'Maxime Bouttier', 'Susan Sameh', 'Nena Rosier', 'T. Rifnu Wikana', 'Ayu Dyah Pasha', 'Otig Pakis', nan, nan, nan]",100.0,13.0,
Lagi-Lagi Ateng,2019,"The story of Ateng and his twin Agung who have been separated for a long time. Ateng and Iskak, his friend, go to Jakarta for the first time. Unexpectedly, Ateng meets Agung who has the ...",Comedy,SU,5.9,14.0,Indonesian,Monty Tiwa,"['Augie Fantinus', 'Soleh Solihun', 'Julie Estelle', 'Surya Saputra', 'Unique Priscilla', 'Cathrine Wilson', 'Rohana', 'Jerinx S.I.D.', 'Ozzol Ramdan', 'Poppy Sovia', 'Iang Darmawan', 'Ribut Mardiyanto', nan, nan, nan]",108.0,0.0,
Lampor: Keranda Terbang,2019,"Edwin and Netta with their two children, Adam and Sekar going to Netta's hometown at Temanggung. Netta were suspected as the cause of Lampor terror at her hometown, a demon who bring a flying casket.",Drama,13+,6.7,53.0,Indonesian,Guntur Soeharjanto,"['Adinia Wirasti', 'Dion Wiyoko', 'Nova Eliza', 'Rendra Bagus Pamungkas', 'Annisa Hertami', 'Dian Sidik', 'Unique Priscilla', 'Mathias Muchus', 'Stefhani Zamora Husen', 'Arnold Leonard', 'Landung Simatupang', 'Bimasena Prisai Susilo', 'Angelia Livie', 'Shofia Shireen', 'Djenar Maesa Ayu']",95.0,13.0,
Laundry Show,2019,A man chooses to resign from his office to set up a laundry business and has to deal with his employees who have various ridiculous personalities.,Comedy,13+,7.4,57.0,Indonesian,Rizki Balki,"['Boy William', 'Gisella Anastasia', 'Tissa Biani Azzahra', 'Erick Estrada', 'Gabriella Desta', 'Mamat Alkatiri', 'Marshel Widianto', 'Mbok Tun', 'Indra Jegel', 'Fajar Nugra', 'David Saragih', nan, nan, nan, nan]",97.0,13.0,
Leak (Penangkeb),2019,"Yessy, Sandra, Kayun, Edy, and Yunda want to prove the weirdness that happened in an old villa. The oddity is felt when the villa guard says that there is one room that is not rented, ...",Horror,17+,7.8,5.0,Indonesian,Mimi Jegon,"['Sandra', 'Yunda', 'Edy', 'Kayun', 'Ni Putu Astridayanti', 'Mangku Tedja Kandel', 'Hai Puja', 'Galuh Bilen', 'Gus Surya', nan, nan, nan, nan, nan, nan]",75.0,17.0,
Love Is Blind,2019,"A tour guide in Busan, South Korea must face the reality of living without love, hope, and also without sight, after she was faint because of her relationship is broken. In depression, a man comes and always give optimism and enthusiasm.",Comedy,13+,6.0,125.0,Indonesian,Rachmania Arunita,"['Shandy Aulia', 'Dodit Mulyanto', 'Chae In-Woo', 'Gemilang Sinatrya', 'Rolando Octavio', 'Rachmania Arunita', nan, nan, nan, nan, nan, nan, nan, nan, nan]",86.0,13.0,
Love for Sale 2,2019,"Tired of matchmaking by his mother, Ican brings a woman from a dating application and introduces her to Ros. Their family relations are warmed thanks to Arini and Ican starts to like her.",Drama,17+,7.0,372.0,Indonesian,Andibachtiar Yusuf,"['Della Dartyan', 'Adipati Dolken', 'Ratna Riantiarno', 'Ariyo Wahab', 'Bastian Steel', 'Putri Ayudya', 'Taskya Namya', 'Gading Marten', 'Egy Fedly', 'Yayu A.W. Unru', 'Abdurrahman Arif', 'Revaldo', 'Roy Marten', 'Rukman Rosadi', 'Dayu Wijanto']",92.0,17.0,
Lukisan Ratu Kidul,2019,"Dimas and Satria Soedibyo actually has many questions when their father died: their grandfather; Rusdi Soedibyo, is a famous painter in the 80s, the death of their mother who was never told...",Horror,17+,6.5,11.0,Indonesian,Ginanti Rona Tembang Sari,"['Teuku Zacky', 'Ussy Sulistiawaty', 'Wafda Saifan', 'Annisa Aurelia', 'Naomi Paulinda', 'Elsa Diandra', 'Egy Fedly', 'Fuad Idris', 'Wawan Wanisar', 'Fadika Royandi', 'Widian Nanto', 'Febryan Aditya', 'Kevin Zander', nan, nan]",90.0,17.0,
Mahasiswi Baru,2019,"At her old age, Lastri (Widyawati) is eager to go to college. She befriends with other students and they form a gang who often makes fuss on campus and causes chaos.",Comedy,13+,5.9,78.0,Indonesian,Monty Tiwa,"['Widyawati', 'Morgan Oey', 'Mikha Tambayong', 'Umay Shahab', 'Sonia Alyssa', 'Slamet Rahardjo', 'Karina Suwandhi', 'Iszur Muchtar', 'Ence Bagus', nan, nan, nan, nan, nan, nan]",96.0,13.0,
Makmum,2019,"While in the dormitory, the resident of the dormitory is terrorized by a supernatural creature. There is a kind of supernatural creature called ""Makmum"" (the follower) that follows them during prayer.",Horror,17+,4.3,127.0,Indonesian,Hadrah Daeng Ratu,"['Titi Kamal', 'Ali Syakieb', 'Tissa Biani Azzahra', 'Adilla Fitri', 'Bianca Hello', 'Jajang C. Noer', 'Reni Yuliana', 'Arief Didu', 'Misha Jeter', nan, nan, nan, nan, nan, nan]",95.0,17.0,
Mantan Manten,2019,"A wealthy woman is betrayed and all her wealth is gone. Her marriage plan is also in danger. But, she still has a villa as her only hope. To take the villa back, she had to become an assistant to a traditional bride shaman.",Drama,13+,7.1,121.0,Indonesian,Farishad I. Latjuba,"['Atiqah Hasiholan', 'Arifin Putra', 'Tutie Kirana', 'Tio Pakusadewo', 'Marthino Lio', 'Oxcerila Paryana', 'Dodit Mulyanto', 'Ria Irawan', 'Arswendi Nasution', 'Jenny Chang', 'Aimee Saras', 'Asri Welas', 'Ivanka Suwandi', nan, nan]",102.0,13.0,
Mata Batin 2,2019,"Alia is now working and living at an orphanage, where she meets a girl who also possesses inner eyes like her.",Drama,17+,5.5,385.0,Indonesian,Rocky Soraya,"['Jessica Mila', 'Nabilah Ratna Ayu Azalia', 'Sophia Latjuba', 'Jeremy Thomas', 'Bianca Hello', 'Citra Prima', 'Jelita Callebaut', 'Hadijah Shahab', 'Nicole Rossi', 'Yasmine Mahya', 'Davina Karamoy', nan, nan, nan, nan]",116.0,17.0,
MatiAnak,2019,"Since a new kid arrives at an orphanage, weird things started to happen.",Horror,17+,6.9,57.0,Indonesian,Derby Romero,"['Cinta Laura Kiehl', 'Jovarel Callum', 'Irsyadillah', 'Fatih Unru', 'Basmalah Gralind', 'Juliant Rafael', 'Gesata Stella', 'Yayu A.W. Unru', 'Elsa Diandra', 'Chico Radella', 'M. Rafli', 'Arswendi Nasution', nan, nan, nan]",85.0,17.0,
Matt & Mou,2019,A seemingly platonic friendship gets tested when a high school teen wants her closest friend to endorse her new romance with a local musician.,Comedy,13+,7.5,49.0,Indonesian,Monty Tiwa,"['Prilly Latuconsina', 'Maxime Bouttier', 'Kevin Bzezovski', 'Raya Adena Syah', 'Irsyadillah', 'Marthino Lio', 'Josephine Firmstone', 'Kelsea Dressler', 'Joshua Suherman', 'Karina Suwandhi', 'Santana Sartana', 'Unique Priscilla', 'Dicky Wahyudi', 'Reni Yuliana', 'Cinta Brian']",96.0,13.0,
Mekah I'm Coming,2019,Eddy tries to prove to Eni's father that he's worth it to be Eni's husband by going hajj to Mecca. But something along the way makes the journey has its obstacles.,Comedy,13+,7.3,35.0,Indonesian,Jeihan Angga,"['Rizky Nazar', 'Michelle Ziudith', 'Jennifer Coppen', 'Ephy Pae', 'Ria Irawan', 'Totos Rasiti', 'Dwi Sasono', 'Rasyid Karim', 'Yusril Fahriza', 'Fanny Fadillah', 'Cici Tegal', 'Ananta Rispo', 'Yati Pesek', 'Eli Sugigi', 'Jidate Ahmad']",93.0,13.0,
MeloDylan,2019,"Melody moves to another school because of avoiding problems, moreover she has a bad past with David, her ex-lover. But in the new school, the problem re-emerges when Melody meets Dylan, a ...",Drama,13+,7.0,28.0,Indonesian,Fajar Nugros,"['Devano Danendra', 'Aisyah Aqilah', 'Angga Yunanda', 'Zoe Abbas Jackson', 'Yasmin Napper', 'Naomi Paulinda', 'Bryan Andrew', 'Indra Jegel', 'Alzi Markers', 'Naima Al Jufri', 'Pangeran Lantang', 'Jordy Rizkyanda', 'Roweina Umboh', 'Yeyen Lydia', 'Dominique Sanda']",92.0,13.0,
Mendadak Kaya,2019,"Ali Oncom is pursued by a debt collector. At the same time he is also under pressure from his girlfriend, Yuli, who wants to be married soon. Otoy is threatened to be divorced by his wife ...",Comedy,13+,6.1,22.0,Indonesian,Anggy Umbara,"['Fedi Nuril', 'Dwi Sasono', 'Pandji Pragiwaksono', 'Nirina Zubir', 'Jihane Almira', 'Ence Bagus', 'Opie Kumis', 'Muzakki Ramdhan', 'Rasyid Albuqhary', 'Sonni Mahmuda', 'Arief Didu', 'Lolox', 'Fico Fachriza', 'Bisma Karisma', 'Aden Bajaj']",92.0,13.0,
My Stupid Boss 2,2019,"Bossman and his employees goes to Vietnam to find new workers for his company, but instead of getting new workers they got a lot of new troubles.",Adventure,13+,6.6,305.0,Indonesian,Upi Avianto,"['Reza Rahadian', 'Bunga Citra Lestari', 'Kin Wah Chew', 'Atikah Suhaime', 'Iedil Dzuhrie Alaudin', 'Iskandar Zulkarnaen', 'Alex Abbad', 'Melissa Karim', 'Morgan Oey', 'Verdi Solaiman', 'Sahil Shah', 'Prakash Krisna', 'Indra Jegel', 'Awek Sitepu', 'Gregory Prabowo']",96.0,13.0,
Nightmare Side: Delusional,2019,"A young student that always following the Nightmare Side radio broadcast and always being her nightmare, as if its were real.",Horror,13+,5.0,5.0,Indonesian,Joel Fadly,"['Gege Elisa', 'Fay Nabila Rizka', 'Melissa Karim', 'Ajil Ditto', 'Elina Joerg', 'Mo Sidik', 'Bayu Oktara', 'Dimas Tri Adityo', 'Indi Arisa', 'Anyun Cadel', 'Elina', 'Reza Emir', 'Gita Puspita Garini', 'Guntur', 'Peter Harianja']",100.0,13.0,
Orang Kaya Baru,2019,"A life of a ordinary family consists of father (Lukman Sardi), mother (Cut Mini) and three children Duta (Derby Romero), Tika (Raline Shah) and Dodi (Fatih Unru) suddenly changed when the father died and left a legacy a lot of wealth.",Comedy,13+,6.4,431.0,Indonesian,Ody C. Harahap,"['Cut Mini Theo', 'Lukman Sardi', 'Raline Shah', 'Derby Romero', 'Fatih Unru', 'Refal Hady', 'Millane Fernandez', 'Melayu Nicole', 'Jasmine Kusuma Carroll', 'Arvitta Ludya', 'Verdi Solaiman', 'Sylvia Genpati', 'T.M. Tarsan', 'Reza Nangin', 'Ikram Kribo']",96.0,13.0,
PSP: Gaya Mahasiswa,2019,"Monos, Rojali, Ade, Andra, Adit, Dindin, James, and Omen are students who are crazy, ignorant, but cool in music and are members of the OM Pancaran Sinar Petromaks (PSP).",Comedy,13+,5.5,24.0,Indonesian,Hilman Mutasi,"['Uus', 'Adjis Doaibu', 'David Schaap', 'Dhimas Danang', 'Imam Darto', 'Abdur Arsyad', 'Boris Bokir', 'Wira Nagara', 'Aura Kasih', 'Dodit Mulyanto', 'Ence Bagus', 'Ruth Permatasari', 'Rebecca Tamara', 'Elma Agustine', 'Veronica']",96.0,13.0,
Pariban: Idola dari Tanah Jawa,2019,Moan is a Batak young man who has lived in Jakarta for a long time and he doesn't have a girlfriend yet. This situation makes his mother who lives in Samosir forces him to go back and told him to marries his cousin.,Comedy,13+,7.2,36.0,Indonesian,Andibachtiar Yusuf,"['Atiqah Hasiholan', 'Ganindra Bimo', 'Rizky Mocil', 'Dayu Wijanto', 'Rukman Rosadi', 'Mak Gondut', 'Joe Project P.', 'Djaitov Tigor', 'Imelda Budiman', 'Surya Insomnia', 'Christabelle Grace Marbun', 'Maria Vania', 'McDanny', nan, nan]",101.0,13.0,
Perjanjian dengan Iblis,2019,"Annisa married Bara, a widower with a daughter named Lara. Bara takes a picnic to the island that is still rarely visited by tourists, Bengalor Island, so that his wife and child could get ...",Horror,17+,5.3,22.0,Indonesian,Ardy Octaviand,"['Shandy Aulia', 'Artika Sari Devi', 'Aghi Narottama', 'Basmalah Gralind', 'Alex Abbad', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",80.0,17.0,
Pocong the Origin,2019,"Ananta, a cold-blooded killer has been executed by the State. Sasthi, his only daughter, has to deliver her father's body to be buried in his hometown.",Adventure,13+,5.9,84.0,Indonesian,Monty Tiwa,"['Nadya Arina', 'Samuel Rizal', 'Della Dartyan', 'Surya Saputra', 'Tyo Pakusadewo', 'Reza Nangin', 'Anom Perkasa', 'Chaca Marisa', 'Yeyen Lydia', 'Egy Fedly', 'Yama Carlos', 'Yusril Fahriza', 'Ananta Rispo', 'Izzati Khansa', 'Tegar Satrya']",90.0,13.0,
Pohon Terkenal,2019,"As a new cadet at the Police Academy, Semarang, Bara Maulana, Ayu Sekarwati and Johanes Solossa have to say goodbye to normal teenage lives. Their future is no longer their own. Who will ...",Drama,13+,8.1,25.0,Indonesian,Annisa Meutia Amir,"['Umay Shahab', 'Laura Theux', 'Raim Laode', 'Cok Simbara', 'Adjis Doaibu', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",96.0,13.0,
Preman Pensiun,2019,"After three years, the business of Muslihat, who has retired as a thug, has a problem. He also faces new problems when her daughter grows up and visited by the boys. The friction between his former subordinates also starts to happen again.",Comedy,13+,7.0,117.0,Indonesian,Aris Nugraha,"['Epy Kusnandar', 'Tia Arifin', 'Soraya Rasyid', 'Dedi Moch Jamasari', 'Andra Manihot', 'Deny Firdaus', 'Ica Naga', 'Abenk Marco', 'M. Fajar Hidayatullah', 'Purwo Kristiono', 'Mang Uu', 'Sadana Agung Sulistya', 'Sandi Tile', 'Nining Yuningsih', 'Vina Ferina']",94.0,13.0,
Pretty Boys,2019,"Two best friends since childhood aspire to be famous. They run away from home and try their fortune in Jakarta. One day, when they become the paid audiences for a talk show, the audience coordinator offer them a way to their dreams.",Comedy,13+,6.8,373.0,Indonesian,Tompi,"['Vincent Ryan Rompies', 'Deddy Mahendra Desta', 'Danilla Riyadi', 'Onadio Leonardo', 'Imam Darto', 'Roy Marten', 'Joe Project P.', 'Ferry Maryadi', 'Tora Sudiro', 'Iang Darmawan', 'Roweina Umboh', 'Natasha Rizki', 'Najwa Shihab', 'Aurélie Moeremans', 'Hesti Purwadinata']",100.0,13.0,
Ratu Ilmu Hitam,2019,"Families were terrorized at the orphanage. Someone wants them dead, apparently with black magic that is very deadly. She has a grudge and she was also born because of the sins of the orphans who formed her into the Queen of Black Magic.",Horror,17+,6.8,531.0,Indonesian,Kimo Stamboel,"['Ario Bayu', 'Hannah Al Rashid', 'Adhisty Zara', 'Muzakki Ramdhan', 'Ari Irham', 'Ade Firman Hakim', 'Sheila Dara Aisha', 'Tanta Ginting', 'Miller Khan', 'Imelda Therinne', 'Salvita Decorte', 'Giulio Parengkuan', 'Shenina Cinnamon', 'Yayu A.W. Unru', 'Ruth Marini']",99.0,17.0,
Rembulan Tenggelam di Wajahmu,2019,"A lonely and rich man were sick in the hospital, and someone brings him back to the past to find an answers of his questions that he shouted to God, and finally get the answers one by one.",Drama,13+,5.9,12.0,Indonesian,Danial Rifki,"['Arifin Putra', 'Juan Bione Subiantoro', 'Donny Alamsyah', 'Anya Geraldine', 'Cornelio Sunny', 'Ariyo Wahab', 'Teuku Rizky Muhammad', 'Ari Irham', 'Allesandrio Reinhard Karamoy', 'Rigen Rakelna', 'Egy Fedly', 'Yudha Keling', nan, nan, nan]",93.0,13.0,
Reva: Guna Guna,2019,"Reva, a cheerful student, suddenly changes after her 21st birthday. Reva becomes moody and doesn't want to hang out. Then at her house, her mother and two younger siblings are killed ...",Horror,17+,4.9,9.0,Indonesian,Jose Poernomo,"['Angel Karamoy', 'Pamela Bowie', 'Wulan Guritno', 'Dewi Rezer', 'Ferry Salim', 'Marcellino Lafrand', 'Kitty Felicia', nan, nan, nan, nan, nan, nan, nan, nan]",80.0,17.0,
Roh Fasik,2019,"Akbar loses his belief in religion and God after the death of Zahra, his wife, to the point that he even refuses to teach his religion's ways to their daughter Amira. He remarries, to a ...",Horror,17+,6.5,22.0,Indonesian,Ubay Fox,"['Evan Sanders', 'Irwansyah', 'Denira Wiraguna', 'Keinaya Meissi Gusti', 'Nagita Slavina', 'Zaskia Sungkar', 'Volland humonggio', 'Abi Cancer', 'Egy Fedly', 'Kanaya Gleadys', 'Ratu Dewi', nan, nan, nan, nan]",90.0,17.0,
Roy Kiyoshi: The Untold Story,2019,"Roy Kiyoshi, who has the ability to interact with supernatural beings, is very frustrated when his sister is kidnapped by the demon.",Horror,17+,2.0,61.0,Indonesian,Jose Poernomo,"['Roy Kiyoshi', 'Angel Karamoy', 'Olga Lydia', 'Clarice Cutie', 'Elina Joerg', 'Devina Sukmawati', 'Fikri Hadil', 'Shirin Nabilah', 'Rasyid Albuqhary', 'Reza Pramudya Rizky', nan, nan, nan, nan, nan]",86.0,17.0,
Rumah Kentang: The Beginning,2019,"A family went to the abandoned house in the middle of potato field. Adrian and Sofie are the novelist and wants find an inspiration, but a strange things happened when they lives in that house.",Drama,17+,5.1,37.0,Indonesian,Rizal Mantovani,"['Luna Maya', 'Christian Sugiono', 'Jajang C. Noer', 'Epy Kusnandar', 'Davina Karamoy', 'Nicole Rossi', 'Rayhan Cornellis', 'Oce Permatasari', nan, nan, nan, nan, nan, nan, nan]",102.0,17.0,
Rumah Merah Putih,2019,"Farel, Oscar et al, who live on the NTT-Timor Leste border, join the areca climbing competition. But instead of being united, they argue which prizes should be taken first. They fail and ...",Drama,SU,7.8,13.0,Indonesian,Ari Sihasale,"['Petrick Rumlaklak', 'Amori de Purivicacao', 'Pevita Pearce', 'Yama Carlos', 'Shafira Umm', 'Abdurrahman Arif', 'Dicky Tatipikalawan', 'Antoni Do Rosario', 'Calvin Petrus', 'Dinda Maanana', 'Agnes Bau Mali', 'Gratia Manek', 'Nia Zulkarnaen', 'Unique Priscilla', nan]",96.0,0.0,
Rumput Tetangga,2019,"A housewive, who was once the most popular and outstanding student in school, experiencing a crisis of self-confidence as she feels she could not be a good wife and mother. One day, something miracle happens which changing her destiny.",Comedy,13+,7.5,37.0,Indonesian,Guntur Soeharjanto,"['Titi Kamal', 'Donita', 'Gading Marten', 'Tora Sudiro', 'Raffi Ahmad', 'Asri Welas', 'Kirana Larasati', 'Jeremy Thomas', 'Yeyen Lydia', 'Vega Darwanti', 'Dewi Rezer', 'Nunung', 'Maya Septa', 'Niniek Arum', 'Melanie Berentz']",104.0,13.0,
Sabyan Menjemput Mimpi,2019,The story of youngsers led by Ayus to build and develop a gambus musical group called Sabyan. Many interesting stories behind their struggle to reach a dream. They start to get famous ...,Drama,SU,5.7,9.0,Indonesian,Alim Ishaq,"['Nissa Sabyan', 'Anis Sabyan', 'Ayus Sabyan', 'Kamal Sabyan', 'T.B. Sabyan', 'Owan Sabyan', 'Dicky Chandra', 'Cici Tegal', 'Aquino Umar', 'Shandy William', 'Shenina Cinnamon', 'Meni Agus Nori', 'Chandra Wahyu Aji', 'Fuad Idris', 'Ade Firman Hakim']",94.0,0.0,
Satu Suro,2019,"Adinda, who is pregnant, has just moved to a house on the edge of town along with Bayu, her husband. However, strange events are felt in the house, Adinda is often disturbed by spirits and ...",Horror,17+,6.3,27.0,Indonesian,Anggy Umbara,"['Citra Kirana', 'Nino Fernandez', 'Alexandra Gottardo', 'Willem Bevers', 'Yatti Surachman', 'Haydar Salishz', 'Ingrid Widjanarko', 'Ence Bagus', nan, nan, nan, nan, nan, nan, nan]",94.0,17.0,
Say I Love You,2019,"Sheren (Dinda Hauw) is not only chasing her dreams, but she is also fighting for love. Sheren is an energetic, full of ideas and hopes young lady, secretly admired by Robert (Alvaro Maldini...",Drama,13+,7.3,11.0,Indonesian,Faozan Rizal,"['Verdi Solaiman', 'Rachel Amanda', 'Dinda Hauw', 'Nadira Octova', 'Teuku Ryzki', 'Alvaro Maldini Siregar', nan, nan, nan, nan, nan, nan, nan, nan, nan]",106.0,13.0,
Sekte,2019,"Lia is experiencing memory loss after an accident. When awakened, she is in a large, isolated house. It is a place of community consisting of people who do not have a home and relatives. They live in harmony and look after each other.",Horror,17+,6.3,42.0,Indonesian,William Chandra,"['Asmara Abigail', 'Derby Romero', 'Rizky Nazar', 'Gesata Stella', 'Trisa Triandesa', 'Natalius Chendana', 'Eduward Manalu', 'Nadira Adnan', 'Fang Tatis', 'Saefullah Mahyudin', 'Djaelani', 'Atjih Isnawati', nan, nan, nan]",89.0,17.0,
Senior,2019,"Nakula experienced an event that changed and haunted his life. He then established a relationship with Aluna, a new student at his school. His relationship with Aluna also made him realize so he could make peace with his past.",Drama,13+,8.1,11.0,Indonesian,Indra Gunawan,"['Jerome Kurnia', 'Rebecca Klopper', 'Shandy William', 'Rizky Guntur', 'Ariella Calista Ichwan', 'Abun Sungkar', 'Alzio', 'Aida Nurmala', 'Karina Suwandhi', 'Joe Project P.', 'Iyang P. Project', 'Miguel Salvador Peli', 'Yusril Fahriza', 'Claudya Putri', 'Ghazi Arrais']",94.0,13.0,
Si Doel the Movie 2,2019,"The news that her husband, Doel, met with his ex-lover and child makes Zaenab confused in choosing: to defend his marriage with Doel, or to let him go. Zaenab tries to find answers to the fate she has to choose.",Drama,13+,7.0,148.0,Indonesian,Rano Karno,"['Rano Karno', 'Maudy Koesnaedi', 'Cornelia Agatha', 'Mandra', 'Suti Karno', 'Aminah Cendrakasih', 'Adam Jagwani', 'Rey Bong', 'Ahmad Zulhoir Mardia', 'Nabila Bintang', 'Opie Kumis', 'Sabar', 'Maryati Tohir', 'Hj. Tonah', 'Wizzy']",95.0,13.0,
Si Manis Jembatan Ancol,2019,"Terrifying legends has spread out. The appearance of Maryam as the ghost has been seen for so many times, at the old bridge or in the other place. She spread terrors for revenge.",Horror,17+,5.6,42.0,Indonesian,Anggy Umbara,"['Indah Permatasari', 'Arifin Putra', 'Randy Pangalila', 'Ozy Syahputra', 'Ananta Rispo', 'Arief Didu', 'Ruth Permatasari', 'Anyun Cadel', 'Egy Fedly', 'Tomy Babap', 'Saad Afero', 'Willem Bevers', 'Ebel Cobra', 'Kake Gayung', 'Andreano Philip']",116.0,17.0,
Sin,2019,"Metta and Raga shouldn't fall in love. Raga hates girls with many dramas like Metta. Metta just wants to prove that there is no good in Raga. But, they still fall in love.",Drama,13+,7.8,53.0,Indonesian,Herwin Novianto,"['Bryan Domani', 'Mawar Eva de Jongh', 'Jerome Kurnia', 'Dannia Salsabila', 'Carmela van der Kruk', 'Marthino Lio', 'Ali Seggaf', 'Ciara Nadine Brosnan', 'Hans de Kraker', 'Jessica Lucyana Taroreh', 'Jeremy Thomas', 'Nadine Alexandra', 'Adhitya Alkatiri', 'Yama Carlos', 'Sari Nila']",100.0,13.0,
Single 2,2019,"Ebi is going towards 30 years old and still single. Now, Ebi is determined that before his 30th birthday he must release his single status. He must have a girlfriend. Even though he doesn't know how to do it at all.",Comedy,13+,7.2,75.0,Indonesian,Raditya Dika,"['Raditya Dika', 'Annisa Rawles', 'Yoga Arizona', 'Ridwan Remin', 'Arif Muhammad', 'Mentari Novel', 'Tinna Harahap', 'Frederik Alexander', 'Dede Yusuf', 'Desy Iwanti', 'Rina Hasyim', nan, nan, nan, nan]",128.0,13.0,
Susi Susanti: Love All,2019,"Susi Susanti rises through the rank to become Indonesia's most beloved athlete. In time of economic turmoil, Susi seizes the opportunity to show her country and the world that heroism is measured by the depth of one's sacrifice.",Biography,13+,7.5,141.0,Indonesian,Sim F.,"['Laura Basuki', 'Dion Wiyoko', 'Jenny Chang', 'Lukman Sardi', 'Farhan', 'Moira Tabina Zayn', 'Kelly Tandiono', 'Rafael Landry Tanubrata', 'Kin Wah Chew', 'Iszur Muchtar', 'Dayu Wijanto', 'Delon', 'Nathaniel Sulistyo', nan, nan]",96.0,13.0,
Tabu: Mengusik Gerbang Iblis,2019,"When six best high school buddies are cross the forbidden forest and broken all the rules in there, something evil follow their back and causing death among themselves.",Horror,17+,5.6,19.0,Indonesian,Angling Sagaran,"['Angga Yunanda', 'Isel Fricella', 'Bastian Steel', 'Agatha Chelsea', 'Rayn Wijaya', 'Elina Joerg', 'Alfie Alfandi', 'Mona Ratuliu', 'Radja Nasution', 'Laksmi Notokusumo', 'Oce Permatasari', 'Vicky Nitinegoro', 'Emmy Lemu', 'Eka Gandara', 'Iang Darmawan']",96.0,17.0,
Tembang Lingsir,2019,"Mala always deals with Tembang Lingsir, a song taught by her mother from her childhood. After a mysterious fire incident that killed her mother, Mala lost her voice. Then, Mala lives in her...",Horror,17+,5.2,19.0,Indonesian,Rizal Mantovani,"['Marsha Aruan', 'Aisyah Aqilah', 'T. Rifnu Wikana', 'Meisya Siregar', 'Faras Fatik', 'Jennifer Coppen', 'Sarah Tuffahati', 'Ida Zein', 'Arya Vasco', 'Chaca Marisa', 'Erlyn', 'Reza Orkan', nan, nan, nan]",90.0,17.0,
Terimakasih Cinta,2019,"Eva just enters high school when she meets Ryan, because both belong to a group of student who have a disease during the School Orientation Period. Ryan thinks that Eva is just pretending ...",Drama,13+,7.8,10.0,Indonesian,Tema Patrosza,"['Putri Marino', 'Achmad Megantara', 'Allan Dastan', 'Cut Mini Theo', 'Gary M. Iskak', 'Meisyarah Oemry', 'Okan Kornelius', 'Harry de Fretes', 'Zhi Alatas', 'Az Bintang Kaamil', 'Bunga Jasmine Azalea', 'Amalia Putri Wulandari', 'Amalia Bunga Pratiwi', 'Amalia Melati Suci', nan]",101.0,13.0,
Terlalu Tampan,2019,"Kulin, an overly handsome boy, always avoids entering regular school and chooses to spend almost 100% of his life inside the house. One day, Kulin's handsomeness is exposed to the outside world so his daily life becomes unusual.",Comedy,13+,7.0,278.0,Indonesian,Sabrina Rochelle Kalangie,"['Ari Irham', 'Nikita Willy', 'Rachel Amanda', 'Calvin Jeremy', 'Dhimas Danang', 'Tarra Budiman', 'Iis Dahlia', 'Marcellino Lafrand', nan, nan, nan, nan, nan, nan, nan]",106.0,13.0,
The Fugitive,2019,"Six months after PETA's failure to fight Nippon, Hardo returns to his village in Blora. His presence is smelled by Nippon, tracked and pursued. In a chase one day and night before the ...",Drama,13+,3.7,53.0,Indonesian,Richard Oh,"['Adipati Dolken', 'Ayushita', 'Ernest Samudera', 'Khiva Iskak', 'Kho Michael', 'Egy Fedly', 'Nobuyuki Suzuki', 'Kevin Andrean', 'Emil Kusumo', 'Otig Pakis', 'Rizky Mocil', 'Muhamad', 'Brisman', 'Brilliana Arfira', 'Burhan Salim']",98.0,13.0,
